"Trace to:","Serial:","AG1-5250M-100760","Name:","LDV","IP:","10.196.213.231"
"Point Num","Latitude","Longitude","Type","IP/MAC","Interface","Cost","Encap ID","Channel","Frequency","Signal","RSSI (SNR)","Rate (Kb/s)","Hop Cost","Timestamp"
"530","-23.968784","28.895357","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","511460","68335","149","5745","-87","18","60","509118","2023-08-29 09:26:36 UTC"
"531","-23.96873","28.895359","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","564563","68335","149","5745","-87","18","60","562654","2023-08-29 09:26:40 UTC"
"532","-23.968689","28.895386","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","310364","81398","149","5745","-62","43","60","301760","2023-08-29 09:26:44 UTC"
"533","-23.96867","28.895426","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","246373","81398","149","5745","-72","33","60","237778","2023-08-29 09:26:48 UTC"
"534","-23.968674","28.895452","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","246404","81398","149","5745","-70","35","60","237778","2023-08-29 09:26:52 UTC"
"535","-23.968676","28.895468","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","275994","81398","149","5745","-70","35","60","268199","2023-08-29 09:26:56 UTC"
"536","-23.96869","28.895504","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","276004","81398","149","5745","-62","43","390","268199","2023-08-29 09:27:00 UTC"
"537","-23.968721","28.895533","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","258094","81398","149","5745","-67","38","580","250993","2023-08-29 09:27:04 UTC"
"538","-23.968796","28.89552","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","257442","81398","149","5745","-68","37","580","250993","2023-08-29 09:27:08 UTC"
"539","-23.96887","28.895452","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","232298","81398","149","5745","-68","37","580","225864","2023-08-29 09:27:13 UTC"
"540","-23.968992","28.895382","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","224005","81398","149","5745","-67","38","520","218102","2023-08-29 09:27:16 UTC"
"541","-23.969131","28.895283","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","223542","81398","149","5745","-64","41","580","218102","2023-08-29 09:27:20 UTC"
"542","-23.9693","28.895151","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","223467","81398","149","5745","-67","38","390","218102","2023-08-29 09:27:24 UTC"
"543","-23.969427","28.895082","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","201551","81398","149","5745","-67","38","390","196174","2023-08-29 09:27:28 UTC"
"544","-23.969524","28.895065","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","181414","81398","149","5745","-67","38","260","176509","2023-08-29 09:27:32 UTC"
"545","-23.9697","28.895012","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","163755","81398","149","5745","-76","29","260","158835","2023-08-29 09:27:36 UTC"
"546","-23.969833","28.894966","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","163760","81398","149","5745","-76","29","260","158835","2023-08-29 09:27:40 UTC"
"547","-23.969933","28.894901","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","148017","81398","149","5745","-77","28","190","143133","2023-08-29 09:27:44 UTC"
"548","-23.970049","28.89481","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","147629","81398","149","5745","-77","28","190","143133","2023-08-29 09:27:48 UTC"
"549","-23.97013","28.894728","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","163913","81398","149","5745","-74","31","260","159413","2023-08-29 09:27:52 UTC"
"550","-23.9702","28.894527","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","147874","81398","149","5745","-74","31","130","143428","2023-08-29 09:27:56 UTC"
"551","-23.970207","28.89442","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","140490","81398","149","5745","-72","33","130","129021","2023-08-29 09:28:00 UTC"
"552","-23.970222","28.894234","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","119533","81398","149","5745","-70","35","390","115461","2023-08-29 09:28:05 UTC"
"553","-23.970219","28.894117","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","107970","81398","149","5745","-70","35","390","103886","2023-08-29 09:28:08 UTC"
"554","-23.970175","28.893974","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","120099","81398","149","5745","-77","28","580","116016","2023-08-29 09:28:12 UTC"
"555","-23.970125","28.893827","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","119769","81398","149","5745","-74","31","260","116016","2023-08-29 09:28:16 UTC"
"556","-23.97011","28.893648","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","112079","81398","149","5745","-76","29","260","108372","2023-08-29 09:28:20 UTC"
"557","-23.97015","28.893475","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","177517","47654","149","5745","-70","35","390","166624","2023-08-29 09:28:24 UTC"
"558","-23.970125","28.893225","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","60315","47654","149","5745","-74","31","260","40529","2023-08-29 09:28:28 UTC"
"559","-23.970047","28.892994","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","40006","47654","149","5745","-74","31","260","29791","2023-08-29 09:28:32 UTC"
"560","-23.969976","28.892834","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","40482","47654","149","5745","-74","31","60","30264","2023-08-29 09:28:36 UTC"
"561","-23.969915","28.892689","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","51022","47654","149","5745","-84","21","60","40826","2023-08-29 09:28:40 UTC"
"562","-23.96987","28.892542","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","46674","47654","149","5745","-77","28","60","36504","2023-08-29 09:28:44 UTC"
"563","-23.96988","28.892324","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","46674","47654","149","5745","-77","28","60","36504","2023-08-29 09:28:48 UTC"
"564","-23.969887","28.892115","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","43765","47654","149","5745","-78","27","260","33602","2023-08-29 09:28:52 UTC"
"565","-23.969847","28.891928","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","46630","39792","149","5745","-75","30","130","40018","2023-08-29 09:28:56 UTC"
"566","-23.96979","28.89174","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","39808","39792","149","5745","-75","30","130","32137","2023-08-29 09:29:00 UTC"
"567","-23.969734","28.89159","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","43244","39792","149","5745","-75","30","130","28878","2023-08-29 09:29:04 UTC"
"568","-23.969627","28.891459","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","37771","39792","149","5745","-75","30","130","25977","2023-08-29 09:29:08 UTC"
"569","-23.969519","28.891317","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","50722","39792","149","5745","-75","30","130","28078","2023-08-29 09:29:12 UTC"
"570","-23.969341","28.891079","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","41612","39792","149","5745","-74","31","260","28078","2023-08-29 09:29:16 UTC"
"571","-23.969194","28.890917","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","205999","39781","149","5745","-76","29","60","185075","2023-08-29 09:29:20 UTC"
"572","-23.969059","28.890797","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","85234","47654","149","5745","-90","15","60","75088","2023-08-29 09:29:24 UTC"
"573","-23.96891","28.89067","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","85234","47654","149","5745","-90","15","60","75088","2023-08-29 09:29:28 UTC"
"574","-23.968782","28.890587","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","281311","39781","149","5745","-69","36","60","260394","2023-08-29 09:29:32 UTC"
"575","-23.968637","28.8905","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","80307","47654","149","5745","-91","14","60","75088","2023-08-29 09:29:36 UTC"
"576","-23.96847","28.890476","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","241472","39781","149","5745","-67","38","60","220556","2023-08-29 09:29:40 UTC"
"577","-23.968292","28.890472","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","228102","68335","149","5745","-88","17","60","226424","2023-08-29 09:29:44 UTC"
"578","-23.96815","28.890482","WIRELESS_PEER","04:f0:21:18:3f:05","wlan1","62091","39792","149","5745","-90","15","60","54925","2023-08-29 09:29:48 UTC"
"579","-23.96811","28.890484","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","1541045","71198","149","5745","-72","33","60","1518476","2023-08-29 09:29:52 UTC"
"580","-23.968058","28.890484","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","173943","81398","149","5745","-93","12","60","169375","2023-08-29 09:29:56 UTC"
"581","-23.967962","28.890472","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","156159","47654","149","5745","-92","13","60","149136","2023-08-29 09:30:00 UTC"
"582","-23.96789","28.890396","WIRELESS_PEER","04:f0:21:38:cd:95","wlan1","282211","62162","149","5745","-89","16","60","261505","2023-08-29 09:30:04 UTC"
"583","-23.968006","28.890219","WIRELESS_PEER","04:f0:21:38:cd:95","wlan1","219988","62162","149","5745","-80","25","60","191800","2023-08-29 09:30:08 UTC"
"584","-23.968176","28.890072","WIRELESS_PEER","04:f0:21:38:cd:95","wlan1","296670","62162","149","5745","-80","25","60","267655","2023-08-29 09:30:12 UTC"
"585","-23.968266","28.889854","WIRELESS_PEER","04:f0:21:8e:96:53","wlan1","284818","81398","149","5745","-94","11","60","280259","2023-08-29 09:30:16 UTC"
"586","-23.968245","28.889547","WIRELESS_PEER","84:8d:84:41:2d:89","wlan1","318886","102179","149","5745","-92","13","60","318240","2023-08-29 09:30:20 UTC"
"587","-23.96807","28.889187","WIRELESS_PEER","04:f0:21:8e:9b:2b","wlan1","432290","47654","149","5745","-94","11","60","425286","2023-08-29 09:30:24 UTC"
"588","-23.967793","28.888792","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:30:28 UTC"
"589","-23.967487","28.888422","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:30:33 UTC"
"590","-23.967278","28.888142","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:30:36 UTC"
"591","-23.967278","28.88797","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:30:40 UTC"
"592","-23.967342","28.88784","WIRELESS_PEER","84:8d:84:40:19:d2","wlan1","495607","99909","149","5745","-83","22","240","455286","2023-08-29 09:30:44 UTC"
"593","-23.967308","28.887596","WIRELESS_PEER","84:8d:84:40:19:d2","wlan1","580644","99909","149","5745","-81","24","240","547123","2023-08-29 09:30:48 UTC"
"594","-23.967175","28.887424","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","701437","68335","149","5745","-86","19","240","700388","2023-08-29 09:30:52 UTC"
"595","-23.966917","28.88718","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","701437","68335","149","5745","-86","19","240","700388","2023-08-29 09:30:56 UTC"
"596","-23.966764","28.88704","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","666525","68335","149","5745","-86","19","60","665362","2023-08-29 09:31:00 UTC"
"597","-23.966572","28.886908","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","358112","68335","149","5745","-86","19","60","356964","2023-08-29 09:31:04 UTC"
"598","-23.966301","28.886711","WIRELESS_PEER","84:8d:84:40:ae:50","wlan1","658391","90873","149","5745","-68","37","60","657632","2023-08-29 09:31:08 UTC"
"599","-23.965942","28.886513","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","411058","68335","149","5745","-87","18","60","409947","2023-08-29 09:31:12 UTC"
"600","-23.96568","28.886402","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","411058","68335","149","5745","-87","18","60","409947","2023-08-29 09:31:16 UTC"
"601","-23.965427","28.88633","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","351289","68335","149","5745","-87","18","60","350201","2023-08-29 09:31:20 UTC"
"602","-23.965244","28.886293","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","314768","68335","149","5745","-86","19","60","313706","2023-08-29 09:31:24 UTC"
"603","-23.965034","28.886314","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:28 UTC"
"604","-23.964914","28.886383","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:32 UTC"
"605","-23.964857","28.886448","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:36 UTC"
"606","-23.964748","28.886526","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:40 UTC"
"607","-23.96457","28.886671","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:44 UTC"
"608","-23.964415","28.886745","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:49 UTC"
"609","-23.964254","28.886814","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:52 UTC"
"610","-23.964111","28.886913","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:31:56 UTC"
"611","-23.963993","28.887024","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:01 UTC"
"612","-23.963896","28.887138","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:04 UTC"
"613","-23.96377","28.887222","WIRELESS_PEER","84:8d:84:40:16:af","wlan1","150001","96527","149","5745","-72","33","570","134794","2023-08-29 09:32:08 UTC"
"614","-23.963634","28.887276","WIRELESS_PEER","84:8d:84:40:16:af","wlan1","157085","96527","149","5745","-75","30","570","127835","2023-08-29 09:32:12 UTC"
"615","-23.963512","28.887346","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","284281","68335","149","5745","-89","16","60","283388","2023-08-29 09:32:16 UTC"
"616","-23.963362","28.88741","WIRELESS_PEER","04:f0:21:22:62:3b","wlan1","221376","39486","149","5745","-88","17","60","211719","2023-08-29 09:32:20 UTC"
"617","-23.963196","28.887445","WIRELESS_PEER","04:f0:21:18:3f:01","wlan1","318578","39781","149","5745","-88","17","60","303119","2023-08-29 09:32:24 UTC"
"618","-23.96303","28.887482","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","255565","68335","149","5745","-89","16","60","254754","2023-08-29 09:32:28 UTC"
"619","-23.962852","28.88755","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","255663","68335","149","5745","-88","17","60","254754","2023-08-29 09:32:32 UTC"
"620","-23.962702","28.887638","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:36 UTC"
"621","-23.9626","28.887693","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:40 UTC"
"622","-23.962484","28.887753","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:44 UTC"
"623","-23.962402","28.887806","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:48 UTC"
"624","-23.962303","28.887894","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:52 UTC"
"625","-23.962166","28.888006","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:32:56 UTC"
"626","-23.962076","28.888063","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:33:00 UTC"
"627","-23.961966","28.888126","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:33:04 UTC"
"628","-23.96184","28.888195","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:33:08 UTC"
"629","-23.961689","28.888239","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:33:12 UTC"
"630","-23.961502","28.888302","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69734","68335","149","5745","-85","20","60","68844","2023-08-29 09:33:16 UTC"
"631","-23.961216","28.888369","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69731","68335","149","5745","-86","19","60","68844","2023-08-29 09:33:20 UTC"
"632","-23.961018","28.8884","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69729","68335","149","5745","-86","19","60","68844","2023-08-29 09:33:24 UTC"
"633","-23.96083","28.888428","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69729","68335","149","5745","-86","19","60","68844","2023-08-29 09:33:28 UTC"
"634","-23.960665","28.888458","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69728","68335","149","5745","-84","21","60","68844","2023-08-29 09:33:32 UTC"
"635","-23.960506","28.888498","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69729","68335","149","5745","-84","21","60","68844","2023-08-29 09:33:36 UTC"
"636","-23.960335","28.888515","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69735","68335","149","5745","-85","20","60","68844","2023-08-29 09:33:40 UTC"
"637","-23.960127","28.888475","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","57040","68335","149","5745","-85","20","60","56152","2023-08-29 09:33:45 UTC"
"638","-23.95992","28.888418","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","57038","68335","149","5745","-84","21","60","56152","2023-08-29 09:33:48 UTC"
"639","-23.95975","28.888369","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","61007","68335","149","5745","-84","21","60","60135","2023-08-29 09:33:52 UTC"
"640","-23.959568","28.888311","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","69361","68335","149","5745","-86","19","60","68503","2023-08-29 09:33:56 UTC"
"641","-23.959375","28.88825","WIRELESS_PEER","04:f0:21:86:48:a3","wlan1","212588","77313","149","5745","-84","21","60","154057","2023-08-29 09:34:00 UTC"
"642","-23.959177","28.888178","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","153954","68335","149","5745","-85","20","60","153114","2023-08-29 09:34:04 UTC"
"643","-23.958982","28.88811","WIRELESS_PEER","04:f0:21:86:48:a3","wlan1","139984","77313","149","5745","-88","17","60","87334","2023-08-29 09:34:08 UTC"
"644","-23.958778","28.888052","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","239575","68335","149","5745","-87","18","60","238730","2023-08-29 09:34:12 UTC"
"645","-23.958654","28.887997","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","266731","68335","149","5745","-84","21","60","265874","2023-08-29 09:34:16 UTC"
"646","-23.9585","28.887917","WIRELESS_PEER","04:f0:21:86:48:a3","wlan1","569713","77313","149","5745","-88","17","60","527392","2023-08-29 09:34:20 UTC"
"647","-23.958363","28.887877","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","353318","68335","149","5745","-86","19","60","352452","2023-08-29 09:34:24 UTC"
"648","-23.958195","28.88784","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","353301","68335","149","5745","-84","21","60","352452","2023-08-29 09:34:28 UTC"
"649","-23.958063","28.887817","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","368015","68335","149","5745","-86","19","60","367168","2023-08-29 09:34:32 UTC"
"650","-23.958006","28.88782","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","424614","27810","149","5745","-68","37","240","369509","2023-08-29 09:34:36 UTC"
"651","-23.958008","28.88782","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","313538","27810","149","5745","-68","37","240","232578","2023-08-29 09:34:40 UTC"
"652","-23.958008","28.88782","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","267707","27810","149","5745","-64","41","240","209133","2023-08-29 09:34:44 UTC"
"653","-23.957996","28.88782","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","220056","27810","149","5745","-66","39","240","188119","2023-08-29 09:34:48 UTC"
"654","-23.957878","28.887869","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","237210","27810","149","5745","-67","38","390","208335","2023-08-29 09:34:52 UTC"
"655","-23.957745","28.888002","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","387458","27810","149","5745","-72","33","390","366288","2023-08-29 09:34:56 UTC"
"656","-23.957678","28.888145","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","381893","27810","149","5745","-83","22","390","366288","2023-08-29 09:35:01 UTC"
"657","-23.95766","28.888313","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","339034","27810","149","5745","-83","22","390","327607","2023-08-29 09:35:04 UTC"
"658","-23.957722","28.888474","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","302683","27810","149","5745","-74","31","190","293626","2023-08-29 09:35:08 UTC"
"659","-23.957819","28.888577","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","306079","27810","149","5745","-89","16","580","293626","2023-08-29 09:35:12 UTC"
"660","-23.957909","28.888655","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","299370","27810","149","5745","-95","10","60","293626","2023-08-29 09:35:16 UTC"
"661","-23.958086","28.888784","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","304869","27810","149","5745","-95","10","60","293626","2023-08-29 09:35:20 UTC"
"662","-23.958183","28.888859","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","303864","27810","149","5745","-93","12","60","293626","2023-08-29 09:35:25 UTC"
"663","-23.958324","28.889004","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","306599","27810","149","5745","-93","12","60","293626","2023-08-29 09:35:28 UTC"
"664","-23.95842","28.889156","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","337757","27810","149","5745","-88","17","60","324885","2023-08-29 09:35:32 UTC"
"665","-23.958466","28.889307","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","384838","27810","149","5745","-82","23","60","367664","2023-08-29 09:35:36 UTC"
"666","-23.958494","28.889488","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","391475","27810","149","5745","-82","23","60","367664","2023-08-29 09:35:40 UTC"
"667","-23.958467","28.889687","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","461835","27810","149","5745","-83","22","60","433906","2023-08-29 09:35:44 UTC"
"668","-23.958399","28.889912","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","501878","27810","149","5745","-87","18","60","480285","2023-08-29 09:35:48 UTC"
"669","-23.958336","28.890024","WIRELESS_PEER","04:f0:21:09:e8:e1","wlan1","501878","27810","149","5745","-87","18","60","480285","2023-08-29 09:35:52 UTC"
"670","-23.958282","28.890114","WIRELESS_PEER","84:8d:84:40:04:f0","wlan1","571900","100209","149","5745","-72","33","570","570823","2023-08-29 09:35:56 UTC"
"671","-23.958199","28.890238","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","670001","68335","149","5745","-88","17","60","669144","2023-08-29 09:36:00 UTC"
"672","-23.958132","28.890541","WIRELESS_PEER","84:8d:84:40:04:f0","wlan1","349074","100209","149","5745","-69","36","570","347997","2023-08-29 09:36:04 UTC"
"673","-23.958189","28.890738","WIRELESS_PEER","84:8d:84:40:04:f0","wlan1","300443","100209","149","5745","-70","35","570","299366","2023-08-29 09:36:08 UTC"
"674","-23.958298","28.890936","WIRELESS_PEER","84:8d:84:40:04:f0","wlan1","290593","100209","149","5745","-75","30","570","289516","2023-08-29 09:36:12 UTC"
"675","-23.95852","28.891172","WIRELESS_PEER","84:8d:84:40:04:f0","wlan1","261320","100209","149","5745","-70","35","570","260243","2023-08-29 09:36:16 UTC"
"676","-23.958803","28.891386","WIRELESS_PEER","84:8d:84:40:04:f0","wlan1","250768","100209","149","5745","-83","22","570","249700","2023-08-29 09:36:20 UTC"
"677","-23.959114","28.89163","WIRELESS_PEER","04:f0:21:40:c9:12","wlan1","484560","68335","149","5745","-91","14","60","483712","2023-08-29 09:36:24 UTC"
"678","-23.959444","28.891886","WIRELESS_PEER","84:8d:84:40:04:f0","wlan1","224345","100209","149","5745","-88","17","280","223365","2023-08-29 09:36:28 UTC"
"679","-23.95986","28.892187","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","319755","71198","149","5745","-93","12","60","264309","2023-08-29 09:36:32 UTC"
"680","-23.960205","28.892456","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","380119","71198","149","5745","-92","13","60","233895","2023-08-29 09:36:36 UTC"
"681","-23.960524","28.892712","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:36:40 UTC"
"682","-23.96085","28.892963","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","281218","71198","149","5745","-91","14","60","233895","2023-08-29 09:36:44 UTC"
"683","-23.961231","28.89317","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","278758","71198","149","5745","-88","17","60","233895","2023-08-29 09:36:48 UTC"
"684","-23.961636","28.8933","WIRELESS_PEER","04:f0:21:38:d0:42","wlan1","281594","62170","149","5745","-91","14","60","269096","2023-08-29 09:36:52 UTC"
"685","-23.962019","28.893404","WIRELESS_PEER","04:f0:21:38:d0:42","wlan1","281610","62170","149","5745","-91","14","60","269096","2023-08-29 09:36:56 UTC"
"686","-23.962423","28.893526","WIRELESS_PEER","04:f0:21:86:42:54","wlan1","1199961","77051","149","5745","-91","14","60","1188381","2023-08-29 09:37:00 UTC"
"687","-23.962818","28.893627","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","228470","71198","149","5745","-90","15","60","135067","2023-08-29 09:37:04 UTC"
"688","-23.963192","28.89372","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:08 UTC"
"689","-23.963581","28.893814","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:12 UTC"
"690","-23.96397","28.893911","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","391897","71198","149","5745","-89","16","60","100068","2023-08-29 09:37:16 UTC"
"691","-23.964352","28.894009","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","240984","71198","149","5745","-88","15","60","100068","2023-08-29 09:37:20 UTC"
"692","-23.964735","28.894087","WIRELESS_PEER","04:f0:21:59:da:c9","wlan1","181525","71198","149","5745","-87","15","60","100068","2023-08-29 09:37:24 UTC"
"693","-23.965124","28.894156","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:28 UTC"
"694","-23.965519","28.894247","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:32 UTC"
"695","-23.965878","28.894348","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:36 UTC"
"696","-23.966204","28.89437","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:40 UTC"
"697","-23.966368","28.894249","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:44 UTC"
"698","-23.966375","28.894012","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:37:48 UTC"
"699","-23.966133","28.893816","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","49593","90506","6","2437","0","0","0","48309","2023-08-29 09:37:53 UTC"
"700","-23.96589","28.893744","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","37484","90506","6","2437","-71","29","260","36226","2023-08-29 09:37:56 UTC"
"701","-23.965534","28.893589","WIRELESS_PEER","84:8d:84:40:a7:0d","wlan0","26554","90506","6","2437","-70","30","10","25306","2023-08-29 09:38:00 UTC"
