"Trace to:","Serial:","AG1-5250M-100760","Name:","LDV","IP:","10.196.213.231"
"Point Num","Latitude","Longitude","Type","IP/MAC","Interface","Cost","Encap ID","Channel","Frequency","Signal","RSSI (SNR)","Rate (Kb/s)","Hop Cost","Timestamp"
"1","-23.975466","28.907703","WIRELESS_PEER","84:8d:84:fe:1a:ff","wlan0","164958","49506","6","2437","-88","14","10","150000","2023-08-29 08:51:23 UTC"
"2","-23.975433","28.907581","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","185597","84691","149","5745","-77","29","130","185491","2023-08-29 08:51:24 UTC"
"3","-23.9754","28.907469","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","186622","84691","149","5745","-67","39","60","186517","2023-08-29 08:51:28 UTC"
"4","-23.97537","28.907364","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","150622","84691","149","5745","-67","39","60","150517","2023-08-29 08:51:32 UTC"
"5","-23.975317","28.907166","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","136935","84691","149","5745","-71","35","280","136831","2023-08-29 08:51:36 UTC"
"6","-23.975264","28.906971","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","115892","84691","149","5745","-75","31","280","115788","2023-08-29 08:51:40 UTC"
"7","-23.975157","28.9066","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","104240","84691","149","5745","-78","28","60","104134","2023-08-29 08:51:44 UTC"
"8","-23.975079","28.906267","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","104238","84691","149","5745","-78","28","60","104134","2023-08-29 08:51:48 UTC"
"9","-23.974995","28.90591","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","93306","84691","149","5745","-74","32","130","93201","2023-08-29 08:51:52 UTC"
"10","-23.974922","28.90557","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","93306","84691","149","5745","-77","29","60","93201","2023-08-29 08:51:56 UTC"
"11","-23.97491","28.905348","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","113615","84691","149","5745","-72","34","190","113510","2023-08-29 08:52:00 UTC"
"12","-23.975033","28.905134","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","115715","84691","149","5745","-86","20","190","115607","2023-08-29 08:52:04 UTC"
"13","-23.975306","28.90512","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","104897","84691","149","5745","-75","31","60","104790","2023-08-29 08:52:09 UTC"
"14","-23.9755","28.905201","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","100685","84691","149","5745","-75","31","260","100576","2023-08-29 08:52:12 UTC"
"15","-23.975792","28.905334","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","90609","84691","149","5745","-75","31","260","90501","2023-08-29 08:52:16 UTC"
"16","-23.976082","28.905489","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","99711","84691","149","5745","-78","28","60","99601","2023-08-29 08:52:20 UTC"
"17","-23.976368","28.905668","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","89268","84691","149","5745","-78","28","60","89153","2023-08-29 08:52:24 UTC"
"18","-23.976667","28.90586","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","89266","84691","149","5745","-74","32","130","89153","2023-08-29 08:52:28 UTC"
"19","-23.976948","28.906044","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","89267","84691","149","5745","-79","27","130","89153","2023-08-29 08:52:32 UTC"
"20","-23.977295","28.90612","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","111519","84691","149","5745","-77","29","60","111407","2023-08-29 08:52:37 UTC"
"21","-23.977505","28.905973","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","106995","84691","149","5745","-86","20","60","106884","2023-08-29 08:52:40 UTC"
"22","-23.977612","28.905834","WIRELESS_PEER","84:8d:84:40:ad:1a","wlan0","371472","90799","6","2437","-80","22","10","371331","2023-08-29 08:52:44 UTC"
"23","-23.977621","28.90582","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","106995","84691","149","5745","-80","26","60","106884","2023-08-29 08:52:48 UTC"
"24","-23.977621","28.90582","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","106997","84691","149","5745","-84","22","60","106884","2023-08-29 08:52:52 UTC"
"25","-23.977644","28.905787","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","106997","84691","149","5745","-82","24","60","106884","2023-08-29 08:52:56 UTC"
"26","-23.977673","28.905651","WIRELESS_PEER","84:8d:84:40:55:c7","wlan0","1102916","84691","6","2437","-70","32","10","1102806","2023-08-29 08:53:00 UTC"
"27","-23.97755","28.905497","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:53:04 UTC"
"28","-23.977324","28.905342","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","111068","84691","149","5745","-80","26","60","110961","2023-08-29 08:53:08 UTC"
"29","-23.977083","28.905182","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","108724","84691","149","5745","-80","26","60","108618","2023-08-29 08:53:12 UTC"
"30","-23.97683","28.905008","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","100780","84691","149","5745","-74","32","60","100676","2023-08-29 08:53:16 UTC"
"31","-23.976645","28.904877","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","93705","84691","149","5745","-77","29","60","93605","2023-08-29 08:53:20 UTC"
"32","-23.976337","28.904615","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","85227","84691","149","5745","-77","29","60","85130","2023-08-29 08:53:24 UTC"
"33","-23.976095","28.904392","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","85227","84691","149","5745","-78","28","60","85130","2023-08-29 08:53:28 UTC"
"34","-23.975863","28.904161","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","76693","84691","149","5745","-74","32","60","76597","2023-08-29 08:53:32 UTC"
"35","-23.975677","28.903997","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","61962","84691","149","5745","-74","32","60","61863","2023-08-29 08:53:36 UTC"
"36","-23.975367","28.903748","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","55771","84691","149","5745","-73","33","260","55674","2023-08-29 08:53:40 UTC"
"37","-23.97518","28.903605","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","49837","84691","149","5745","-75","31","190","49742","2023-08-29 08:53:44 UTC"
"38","-23.974932","28.903395","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","44847","84691","149","5745","-74","32","190","44752","2023-08-29 08:53:48 UTC"
"39","-23.974674","28.903196","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","40340","84691","149","5745","-74","32","190","40245","2023-08-29 08:53:52 UTC"
"40","-23.974422","28.902988","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","36322","84691","149","5745","-75","31","60","36218","2023-08-29 08:53:56 UTC"
"41","-23.974182","28.902773","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","38161","84691","149","5745","-75","31","60","38059","2023-08-29 08:54:00 UTC"
"42","-23.973934","28.902554","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","42558","84691","149","5745","-77","29","60","42456","2023-08-29 08:54:04 UTC"
"43","-23.97368","28.902334","WIRELESS_PEER","04:f0:21:09:ea:03","wlan1","111598","28170","149","5745","-78","28","60","67411","2023-08-29 08:54:08 UTC"
"44","-23.973406","28.902102","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","52864","84691","149","5745","-82","24","60","52763","2023-08-29 08:54:12 UTC"
"45","-23.973091","28.901833","WIRELESS_PEER","04:f0:21:8e:91:7a","wlan1","88100","79523","149","5745","0","0","0","44930","2023-08-29 08:54:16 UTC"
"46","-23.972864","28.901636","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","58363","84691","149","5745","-83","23","60","58260","2023-08-29 08:54:20 UTC"
"47","-23.972696","28.90148","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","121984","84691","149","5745","-83","23","60","121879","2023-08-29 08:54:24 UTC"
"48","-23.97268","28.90147","WIRELESS_PEER","04:f0:21:09:ea:03","wlan1","116212","28170","149","5745","-98","8","60","82484","2023-08-29 08:54:29 UTC"
"49","-23.97268","28.90147","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","121980","84691","149","5745","-83","23","60","121879","2023-08-29 08:54:32 UTC"
"50","-23.97266","28.901459","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","121982","84691","149","5745","-81","25","60","121879","2023-08-29 08:54:37 UTC"
"51","-23.972536","28.901363","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","115694","84691","149","5745","-81","25","60","115593","2023-08-29 08:54:41 UTC"
"52","-23.972418","28.901278","WIRELESS_PEER","04:f0:21:0e:25:5f","wlan0","1840709","28170","6","2437","-92","10","10","1802109","2023-08-29 08:54:44 UTC"
"53","-23.972263","28.901142","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","147461","84691","149","5745","-84","22","60","147360","2023-08-29 08:54:48 UTC"
"54","-23.97203","28.90093","WIRELESS_PEER","04:f0:21:09:ea:03","wlan1","369962","28170","149","5745","-98","8","60","233594","2023-08-29 08:54:52 UTC"
"55","-23.971815","28.90074","WIRELESS_PEER","04:f0:21:37:f7:ca","wlan1","154345","47496","149","5745","-86","20","60","118835","2023-08-29 08:54:56 UTC"
"56","-23.971636","28.90059","WIRELESS_PEER","84:8d:84:40:00:b3","wlan0","2205995","100238","6","2437","-66","34","10","2204939","2023-08-29 08:55:00 UTC"
"57","-23.97149","28.90047","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","202507","84691","149","5745","-76","30","60","202348","2023-08-29 08:55:04 UTC"
"58","-23.971306","28.900305","WIRELESS_PEER","04:f0:21:1c:18:c7","wlan1","197494","34251","149","5745","-92","14","240","179909","2023-08-29 08:55:08 UTC"
"59","-23.971115","28.900126","WIRELESS_PEER","04:f0:21:09:ea:0a","wlan1","291588","28164","149","5745","-99","7","60","234379","2023-08-29 08:55:12 UTC"
"60","-23.97091","28.899935","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","263451","84691","149","5745","-81","25","60","263298","2023-08-29 08:55:16 UTC"
"61","-23.97072","28.899767","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:55:20 UTC"
"62","-23.970564","28.899603","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","198296","100238","149","5745","0","0","0","197218","2023-08-29 08:55:24 UTC"
"63","-23.970554","28.899376","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","300076","100238","149","5745","-73","33","60","298983","2023-08-29 08:55:28 UTC"
"64","-23.970703","28.899109","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","300076","100238","149","5745","-79","27","60","298983","2023-08-29 08:55:32 UTC"
"65","-23.9709","28.898788","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","299954","100238","149","5745","-84","22","60","298983","2023-08-29 08:55:37 UTC"
"66","-23.971107","28.898474","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","290931","84691","149","5745","-87","19","60","290786","2023-08-29 08:55:40 UTC"
"67","-23.971329","28.898222","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","296349","100238","149","5745","-87","19","60","295415","2023-08-29 08:55:44 UTC"
"68","-23.971584","28.898123","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","328003","100238","149","5745","-87","19","60","327069","2023-08-29 08:55:48 UTC"
"69","-23.971874","28.89822","WIRELESS_PEER","84:8d:84:40:ad:1a","wlan0","2502480","90799","6","2437","-80","22","10","2502338","2023-08-29 08:55:52 UTC"
"70","-23.972258","28.89822","WIRELESS_PEER","04:f0:21:1c:18:c7","wlan1","566500","34251","149","5745","-73","32","60","536680","2023-08-29 08:55:57 UTC"
"71","-23.972502","28.898026","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","368332","84691","149","5745","-88","17","60","368206","2023-08-29 08:56:00 UTC"
"72","-23.972692","28.897734","WIRELESS_PEER","84:8d:84:40:55:c7","wlan0","2311673","84691","6","2437","-73","29","10","2311548","2023-08-29 08:56:04 UTC"
"73","-23.972878","28.897432","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","734848","100238","149","5745","-89","16","60","733906","2023-08-29 08:56:08 UTC"
"74","-23.973057","28.897146","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","823148","100238","149","5745","-89","16","60","822146","2023-08-29 08:56:12 UTC"
"75","-23.973242","28.896852","WIRELESS_PEER","04:f0:21:8e:91:7a","wlan1","557413","79523","149","5745","-92","13","60","504299","2023-08-29 08:56:16 UTC"
"76","-23.973446","28.896568","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","823141","100238","149","5745","-91","14","60","822146","2023-08-29 08:56:20 UTC"
"77","-23.973654","28.896288","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","722352","100238","149","5745","-89","17","60","721365","2023-08-29 08:56:24 UTC"
"78","-23.973854","28.896029","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","590597","100238","149","5745","-89","17","60","589604","2023-08-29 08:56:28 UTC"
"79","-23.974033","28.895796","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","590595","100238","149","5745","-89","17","60","589604","2023-08-29 08:56:32 UTC"
"80","-23.97413","28.895636","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","590586","100238","149","5745","-88","18","60","589604","2023-08-29 08:56:36 UTC"
"81","-23.97414","28.895344","WIRELESS_PEER","84:8d:84:40:00:b3","wlan0","1790588","100238","6","2437","-72","30","10","1789617","2023-08-29 08:56:40 UTC"
"82","-23.973972","28.895144","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","531484","100238","149","5745","-85","21","60","530527","2023-08-29 08:56:44 UTC"
"83","-23.97372","28.894989","WIRELESS_PEER","04:f0:21:8e:91:7a","wlan1","498810","79523","149","5745","-96","10","60","453476","2023-08-29 08:56:48 UTC"
"84","-23.973534","28.894857","WIRELESS_PEER","04:f0:21:8e:91:7a","wlan1","477746","79523","149","5745","-96","10","60","453476","2023-08-29 08:56:52 UTC"
"85","-23.973293","28.894623","WIRELESS_PEER","84:8d:84:40:55:c5","wlan1","560445","84691","149","5745","-85","21","60","560337","2023-08-29 08:56:56 UTC"
"86","-23.973013","28.894262","WIRELESS_PEER","84:8d:84:40:00:61","wlan0","2028168","100226","6","2437","-69","33","10","2007752","2023-08-29 08:57:00 UTC"
"87","-23.972813","28.89395","WIRELESS_PEER","04:f0:21:86:44:9b","wlan1","344274","77276","149","5745","0","0","0","253663","2023-08-29 08:57:05 UTC"
"88","-23.972645","28.893631","WIRELESS_PEER","04:f0:21:1c:18:c7","wlan1","661633","34251","149","5745","-90","16","60","602495","2023-08-29 08:57:09 UTC"
"89","-23.972551","28.89338","WIRELESS_PEER","04:f0:21:86:44:9b","wlan1","145417","77276","149","5745","-71","35","520","100100","2023-08-29 08:57:12 UTC"
"90","-23.972515","28.893002","WIRELESS_PEER","04:f0:21:86:44:9b","wlan1","135369","77276","149","5745","-79","27","60","90049","2023-08-29 08:57:16 UTC"
"91","-23.972548","28.892643","WIRELESS_PEER","84:8d:84:40:00:b3","wlan0","1805375","100238","6","2437","-78","24","10","1804483","2023-08-29 08:57:20 UTC"
"92","-23.972567","28.892275","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","366950","100238","149","5745","-88","18","60","366043","2023-08-29 08:57:24 UTC"
"93","-23.972548","28.89189","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","366950","100238","149","5745","-91","15","60","366043","2023-08-29 08:57:28 UTC"
"94","-23.972479","28.891405","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","366952","100238","149","5745","-91","15","60","366043","2023-08-29 08:57:32 UTC"
"95","-23.97241","28.891033","WIRELESS_PEER","04:f0:21:1c:18:c7","wlan1","648282","34251","149","5745","-85","21","60","602495","2023-08-29 08:57:36 UTC"
"96","-23.97235","28.89066","WIRELESS_PEER","04:f0:21:09:e9:f7","wlan1","255936","28163","149","5745","-90","16","60","248937","2023-08-29 08:57:40 UTC"
"97","-23.972254","28.890295","WIRELESS_PEER","04:f0:21:18:3e:f9","wlan1","339651","39786","149","5745","-85","21","60","295815","2023-08-29 08:57:44 UTC"
"98","-23.97208","28.889965","WIRELESS_PEER","04:f0:21:09:e9:f7","wlan1","242772","28163","149","5745","-90","16","240","230425","2023-08-29 08:57:48 UTC"
"99","-23.971846","28.889675","WIRELESS_PEER","04:f0:21:08:fc:19","wlan0","512347","28164","6","2437","-77","25","10","479879","2023-08-29 08:57:52 UTC"
"100","-23.971596","28.889404","WIRELESS_PEER","04:f0:21:1a:c8:9d","wlan1","126709","33634","149","5745","-90","16","60","75658","2023-08-29 08:57:56 UTC"
"101","-23.97134","28.889114","WIRELESS_PEER","04:f0:21:1a:c8:9d","wlan1","126709","33634","149","5745","-92","14","60","75658","2023-08-29 08:58:00 UTC"
"102","-23.971077","28.888832","WIRELESS_PEER","04:f0:21:1a:c8:9d","wlan1","126709","33634","149","5745","-92","14","60","75658","2023-08-29 08:58:04 UTC"
"103","-23.970806","28.888561","WIRELESS_PEER","04:f0:21:1a:c8:9d","wlan1","135594","33634","149","5745","-92","14","60","84545","2023-08-29 08:58:08 UTC"
"104","-23.97054","28.888298","WIRELESS_PEER","04:f0:21:09:e9:f7","wlan1","126265","28163","149","5745","-90","16","240","117412","2023-08-29 08:58:12 UTC"
"105","-23.970337","28.888105","WIRELESS_PEER","04:f0:21:1a:c8:9d","wlan1","156536","33634","149","5745","-91","15","60","105485","2023-08-29 08:58:16 UTC"
"106","-23.970057","28.887835","WIRELESS_PEER","84:8d:84:fe:18:79","wlan0","303429","47664","6","2437","0","0","0","276708","2023-08-29 08:58:20 UTC"
"107","-23.969767","28.887556","WIRELESS_PEER","84:8d:84:fe:18:79","wlan0","303429","47664","6","2437","0","0","0","276708","2023-08-29 08:58:24 UTC"
"108","-23.96949","28.887276","WIRELESS_PEER","04:f0:21:09:ea:0a","wlan1","209231","28164","149","5745","-89","17","60","159160","2023-08-29 08:58:28 UTC"
"109","-23.96922","28.887001","WIRELESS_PEER","04:f0:21:09:ea:0a","wlan1","169793","28164","149","5745","-91","15","60","121648","2023-08-29 08:58:32 UTC"
"110","-23.968939","28.886744","WIRELESS_PEER","04:f0:21:1a:c8:9d","wlan1","154627","33634","149","5745","-94","12","60","103571","2023-08-29 08:58:36 UTC"
"111","-23.968637","28.886497","WIRELESS_PEER","04:f0:21:09:ea:0a","wlan1","165130","28164","149","5745","-88","18","60","121648","2023-08-29 08:58:40 UTC"
"112","-23.968323","28.886261","WIRELESS_PEER","04:f0:21:1c:18:c7","wlan1","287487","34251","149","5745","-87","19","60","280888","2023-08-29 08:58:44 UTC"
"113","-23.968018","28.886017","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","205040","100238","149","5745","-93","13","60","203920","2023-08-29 08:58:48 UTC"
"114","-23.967712","28.885775","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","205040","100238","149","5745","-93","13","60","203920","2023-08-29 08:58:52 UTC"
"115","-23.967419","28.885527","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","183983","100238","149","5745","-92","14","60","182859","2023-08-29 08:58:56 UTC"
"116","-23.967127","28.885288","WIRELESS_PEER","04:f0:21:09:ea:0a","wlan1","249140","28164","149","5745","-87","19","60","203883","2023-08-29 08:59:00 UTC"
"117","-23.966816","28.885078","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:04 UTC"
"118","-23.966473","28.884893","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:08 UTC"
"119","-23.966036","28.8847","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:12 UTC"
"120","-23.965675","28.88457","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:16 UTC"
"121","-23.965319","28.884453","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:20 UTC"
"122","-23.964966","28.884352","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:24 UTC"
"123","-23.9646","28.88426","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:28 UTC"
"124","-23.964237","28.884176","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:32 UTC"
"125","-23.963903","28.884089","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:36 UTC"
"126","-23.963617","28.884005","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:40 UTC"
"127","-23.963327","28.884014","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:44 UTC"
"128","-23.963037","28.884106","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:48 UTC"
"129","-23.962822","28.884201","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:52 UTC"
"130","-23.96247","28.884377","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 08:59:56 UTC"
"131","-23.962194","28.884495","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:00:00 UTC"
"132","-23.961905","28.884502","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","84869","100238","149","5745","-95","11","60","83743","2023-08-29 09:00:04 UTC"
"133","-23.961647","28.884386","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","84820","100238","149","5745","-96","10","60","83743","2023-08-29 09:00:08 UTC"
"134","-23.96143","28.88419","WIRELESS_PEER","84:8d:84:41:2d:61","wlan1","537943","102172","149","5745","-77","29","60","520300","2023-08-29 09:00:12 UTC"
"135","-23.961271","28.884014","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","84876","100238","149","5745","-95","11","60","83743","2023-08-29 09:00:16 UTC"
"136","-23.961075","28.88377","WIRELESS_PEER","84:8d:84:41:2d:61","wlan1","294417","102172","149","5745","-76","30","60","268457","2023-08-29 09:00:20 UTC"
"137","-23.960873","28.88354","WIRELESS_PEER","84:8d:84:41:2d:61","wlan1","266743","102172","149","5745","-77","29","60","240783","2023-08-29 09:00:24 UTC"
"138","-23.960646","28.883307","WIRELESS_PEER","04:f0:21:18:3d:94","wlan1","172542","39734","149","5745","-78","28","240","145684","2023-08-29 09:00:28 UTC"
"139","-23.960403","28.88306","WIRELESS_PEER","04:f0:21:37:f9:d3","wlan1","185402","60569","149","5745","-93","13","60","161647","2023-08-29 09:00:32 UTC"
"140","-23.96016","28.882826","WIRELESS_PEER","04:f0:21:37:f9:d3","wlan1","185394","60569","149","5745","-86","20","60","161647","2023-08-29 09:00:36 UTC"
"141","-23.959925","28.882618","WIRELESS_PEER","04:f0:21:37:f9:d3","wlan1","185406","60569","149","5745","-87","19","60","161647","2023-08-29 09:00:40 UTC"
"142","-23.959724","28.88243","WIRELESS_PEER","04:f0:21:37:f9:d3","wlan1","210802","60569","149","5745","-87","19","60","187050","2023-08-29 09:00:44 UTC"
"143","-23.959642","28.882196","WIRELESS_PEER","84:8d:84:40:00:66","wlan1","142900","100227","149","5745","0","0","0","138244","2023-08-29 09:00:48 UTC"
"144","-23.959595","28.881836","WIRELESS_PEER","84:8d:84:fe:15:c5","wlan0","150202","39734","6","2437","-62","34","10","130735","2023-08-29 09:00:52 UTC"
"145","-23.95955","28.881535","WIRELESS_PEER","84:8d:84:fe:15:c5","wlan0","120610","39734","6","2437","-61","35","60","104466","2023-08-29 09:00:56 UTC"
"146","-23.959435","28.881279","WIRELESS_PEER","84:8d:84:40:00:68","wlan0","108322","100227","6","2437","-54","42","210","103653","2023-08-29 09:01:00 UTC"
"147","-23.959251","28.881105","WIRELESS_PEER","84:8d:84:40:00:68","wlan0","108352","100227","6","2437","-58","38","60","103653","2023-08-29 09:01:04 UTC"
"148","-23.958996","28.881084","WIRELESS_PEER","84:8d:84:40:00:68","wlan0","108341","100227","6","2437","-64","32","60","103653","2023-08-29 09:01:08 UTC"
"149","-23.9587","28.881147","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","176095","100238","149","5745","-97","8","60","175061","2023-08-29 09:01:12 UTC"
"150","-23.9584","28.881226","WIRELESS_PEER","84:8d:84:40:00:68","wlan0","201403","100227","6","2437","-68","28","10","196683","2023-08-29 09:01:17 UTC"
"151","-23.95811","28.8813","WIRELESS_PEER","84:8d:84:40:00:68","wlan0","201351","100227","6","2437","-68","28","10","196683","2023-08-29 09:01:20 UTC"
"152","-23.957808","28.881351","WIRELESS_PEER","84:8d:84:fe:15:c5","wlan0","162593","39734","6","2437","-81","20","10","142900","2023-08-29 09:01:24 UTC"
"153","-23.957487","28.881403","WIRELESS_PEER","84:8d:84:fe:15:c5","wlan0","163169","39734","6","2437","-81","20","10","142900","2023-08-29 09:01:28 UTC"
"154","-23.957155","28.881454","WIRELESS_PEER","84:8d:84:fe:15:c5","wlan0","162057","39734","6","2437","-87","14","10","145618","2023-08-29 09:01:32 UTC"
"155","-23.956816","28.88151","WIRELESS_PEER","84:8d:84:fe:15:c5","wlan0","160777","39734","6","2437","-89","12","10","145618","2023-08-29 09:01:36 UTC"
"156","-23.95649","28.881561","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","119936","100238","149","5745","-97","8","60","118942","2023-08-29 09:01:40 UTC"
"157","-23.956207","28.881603","WIRELESS_PEER","84:8d:84:fe:15:c5","wlan0","160541","39734","6","2437","-90","11","10","145618","2023-08-29 09:01:44 UTC"
"158","-23.955957","28.881649","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","119947","100238","149","5745","-97","8","60","118942","2023-08-29 09:01:48 UTC"
"159","-23.955748","28.881702","WIRELESS_PEER","84:8d:84:40:00:b5","wlan1","107909","100238","149","5745","-97","8","60","106897","2023-08-29 09:01:52 UTC"
"160","-23.955631","28.881771","WIRELESS_PEER","84:8d:84:40:00:66","wlan1","212492","100227","149","5745","-84","21","60","208114","2023-08-29 09:01:56 UTC"
"161","-23.955486","28.881855","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:02:00 UTC"
"162","-23.955347","28.881954","N/A","N/A","N/A","2147483647","-1","0","0","0","0","0","2147483647","2023-08-29 09:02:05 UTC"
"163","-23.95523","28.88206","WIRELESS_PEER","84:8d:84:40:00:66","wlan1","148794","100227","149","5745","-87","18","60","144461","2023-08-29 09:02:09 UTC"
"164","-23.955126","28.882229","WIRELESS_PEER","04:f0:21:12:b0:69","wlan1","168136","34231","149","5745","0","0","0","157269","2023-08-29 09:02:12 UTC"
"165","-23.955069","28.882393","WIRELESS_PEER","84:8d:84:fe:0a:64","wlan0","383531","34231","6","2437","-68","34","190","372664","2023-08-29 09:02:16 UTC"
"166","-23.955008","28.882524","WIRELESS_PEER","84:8d:84:40:00:66","wlan1","214509","100227","149","5745","-87","18","60","210295","2023-08-29 09:02:20 UTC"
"167","-23.954882","28.88257","WIRELESS_PEER","84:8d:84:fe:0a:64","wlan0","313610","34231","6","2437","-74","25","20","301463","2023-08-29 09:02:24 UTC"
"168","-23.95467","28.882496","WIRELESS_PEER","84:8d:84:41:2d:86","wlan1","161963","102178","149","5745","-79","25","60","148749","2023-08-29 09:02:28 UTC"
"169","-23.95451","28.882442","WIRELESS_PEER","84:8d:84:fe:0a:64","wlan0","155263","34231","6","2437","-68","31","10","141658","2023-08-29 09:02:32 UTC"
"170","-23.954346","28.882391","WIRELESS_PEER","84:8d:84:fe:0a:64","wlan0","138033","34231","6","2437","-59","40","60","125793","2023-08-29 09:02:36 UTC"
